state_name,state_abb,state_fips,cd_fips,cd_name,indiv_label,indiv_with,indiv_without,indiv_increase,indiv_perc,couple_label,couple_with,couple_without,couple_increase,couple_perc,family_label,family_with,family_without,family_increase,family_perc,notes
Florida,FL,12,27,Florida District 27,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34760,27535,381%,"Family of four, $130,000 (404% FPL)",11050,26166,15116,137%,NA
Florida,FL,12,28,Florida District 28,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,36958,29733,412%,"Family of four, $130,000 (404% FPL)",11050,27821,16771,152%,NA
Georgia,GA,13,01,Georgia District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32582,25357,351%,"Family of four, $130,000 (404% FPL)",11050,24526,13476,122%,NA
Georgia,GA,13,02,Georgia District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30338,23113,320%,"Family of four, $130,000 (404% FPL)",11050,22838,11788,107%,NA
Georgia,GA,13,03,Georgia District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34981,27756,384%,"Family of four, $130,000 (404% FPL)",11050,26333,15283,138%,NA
Georgia,GA,13,04,Georgia District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31956,24731,342%,"Family of four, $130,000 (404% FPL)",11050,24056,13006,118%,NA
Georgia,GA,13,05,Georgia District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31956,24731,342%,"Family of four, $130,000 (404% FPL)",11050,24056,13006,118%,NA
Georgia,GA,13,06,Georgia District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32462,25237,349%,"Family of four, $130,000 (404% FPL)",11050,24436,13386,121%,NA
Georgia,GA,13,07,Georgia District 7,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32504,25279,350%,"Family of four, $130,000 (404% FPL)",11050,24468,13418,121%,NA
Georgia,GA,13,08,Georgia District 8,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,27896,20671,286%,"Family of four, $130,000 (404% FPL)",11050,20999,9949,90%,NA
Georgia,GA,13,09,Georgia District 9,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31083,23858,330%,"Family of four, $130,000 (404% FPL)",11050,23398,12348,112%,NA
Georgia,GA,13,10,Georgia District 10,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34035,26810,371%,"Family of four, $130,000 (404% FPL)",11050,25620,14570,132%,NA
Georgia,GA,13,11,Georgia District 11,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32877,25652,355%,"Family of four, $130,000 (404% FPL)",11050,24748,13698,124%,NA
Georgia,GA,13,12,Georgia District 12,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33119,25894,358%,"Family of four, $130,000 (404% FPL)",11050,24931,13881,126%,NA
Georgia,GA,13,13,Georgia District 13,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32408,25183,349%,"Family of four, $130,000 (404% FPL)",11050,24395,13345,121%,NA
Georgia,GA,13,14,Georgia District 14,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31954,24729,342%,"Family of four, $130,000 (404% FPL)",11050,24054,13004,118%,NA
Hawai'i,HI,15,01,Hawai'i District 1,"45-year-old individual, $36,000 (200% poverty)",720,2376,1656,230%,"60-year-old couple, $98,000 (402% poverty)",8330,27573,19243,231%,"Family of four, $150,000 (405% poverty)",12750,20756,8006,63%,Note: Incomes are based on Hawai'i's state-specific poverty levels
Hawai'i,HI,15,02,Hawai'i District 2,"45-year-old individual, $36,000 (200% poverty)",720,2376,1656,230%,"60-year-old couple, $98,000 (402% poverty)",8330,27573,19243,231%,"Family of four, $150,000 (405% poverty)",12750,20756,8006,63%,Note: Incomes are based on Hawai'i's state-specific poverty levels
Idaho,ID,16,01,Idaho District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,24798,17573,243%,"Family of four, $130,000 (404% FPL)",11050,18667,7617,69%,NA
Idaho,ID,16,02,Idaho District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25230,18005,249%,"Family of four, $130,000 (404% FPL)",11050,18992,7942,72%,NA
Illinois,IL,17,01,Illinois District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25757,18532,256%,"Family of four, $130,000 (404% FPL)",11050,19389,8339,75%,NA
Illinois,IL,17,02,Illinois District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32275,25050,347%,"Family of four, $130,000 (404% FPL)",11050,24295,13245,120%,NA
Illinois,IL,17,03,Illinois District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26158,18933,262%,"Family of four, $130,000 (404% FPL)",11050,19691,8641,78%,NA
Illinois,IL,17,04,Illinois District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25702,18477,256%,"Family of four, $130,000 (404% FPL)",11050,19348,8298,75%,NA
Illinois,IL,17,05,Illinois District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25809,18584,257%,"Family of four, $130,000 (404% FPL)",11050,19428,8378,76%,NA
Illinois,IL,17,06,Illinois District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26490,19265,267%,"Family of four, $130,000 (404% FPL)",11050,19941,8891,80%,NA
Illinois,IL,17,07,Illinois District 7,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25586,18361,254%,"Family of four, $130,000 (404% FPL)",11050,19260,8210,74%,NA
Illinois,IL,17,08,Illinois District 8,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26652,19427,269%,"Family of four, $130,000 (404% FPL)",11050,20062,9012,82%,NA
Illinois,IL,17,09,Illinois District 9,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26564,19339,268%,"Family of four, $130,000 (404% FPL)",11050,19996,8946,81%,NA
Illinois,IL,17,10,Illinois District 10,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,29349,22124,306%,"Family of four, $130,000 (404% FPL)",11050,22093,11043,100%,NA
Illinois,IL,17,11,Illinois District 11,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,28802,21577,299%,"Family of four, $130,000 (404% FPL)",11050,21681,10631,96%,NA
Illinois,IL,17,12,Illinois District 12,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,56885,49660,687%,"Family of four, $130,000 (404% FPL)",11050,42821,31771,288%,NA
Illinois,IL,17,13,Illinois District 13,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,43341,36116,500%,"Family of four, $130,000 (404% FPL)",11050,32626,21576,195%,NA
Illinois,IL,17,14,Illinois District 14,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32161,24936,345%,"Family of four, $130,000 (404% FPL)",11050,24210,13160,119%,NA
Illinois,IL,17,15,Illinois District 15,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,50304,43079,596%,"Family of four, $130,000 (404% FPL)",11050,37867,26817,243%,NA
Illinois,IL,17,16,Illinois District 16,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,45611,38386,531%,"Family of four, $130,000 (404% FPL)",11050,34334,23284,211%,NA
Illinois,IL,17,17,Illinois District 17,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,46329,39104,541%,"Family of four, $130,000 (404% FPL)",11050,34875,23825,216%,NA
Indiana,IN,18,01,Indiana District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25127,17902,248%,"Family of four, $130,000 (404% FPL)",11050,18915,7865,71%,NA
Indiana,IN,18,02,Indiana District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23463,16238,225%,"Family of four, $130,000 (404% FPL)",11050,17662,6612,60%,NA
Indiana,IN,18,03,Indiana District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25667,18442,255%,"Family of four, $130,000 (404% FPL)",11050,19321,8271,75%,NA
Indiana,IN,18,04,Indiana District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23659,16434,227%,"Family of four, $130,000 (404% FPL)",11050,17810,6760,61%,NA
Indiana,IN,18,05,Indiana District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23829,16604,230%,"Family of four, $130,000 (404% FPL)",11050,17938,6888,62%,NA
Indiana,IN,18,06,Indiana District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23864,16639,230%,"Family of four, $130,000 (404% FPL)",11050,17964,6914,63%,NA
Indiana,IN,18,07,Indiana District 7,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23955,16730,232%,"Family of four, $130,000 (404% FPL)",11050,18032,6982,63%,NA
Indiana,IN,18,08,Indiana District 8,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23737,16512,229%,"Family of four, $130,000 (404% FPL)",11050,17868,6818,62%,NA
Indiana,IN,18,09,Indiana District 9,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,24290,17065,236%,"Family of four, $130,000 (404% FPL)",11050,18285,7235,65%,NA
Iowa,IA,19,01,Iowa District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25525,18300,253%,"Family of four, $130,000 (404% FPL)",11050,19214,8164,74%,NA
Iowa,IA,19,02,Iowa District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25412,18187,252%,"Family of four, $130,000 (404% FPL)",11050,19129,8079,73%,NA
Iowa,IA,19,03,Iowa District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,24583,17358,240%,"Family of four, $130,000 (404% FPL)",11050,18505,7455,67%,NA
Iowa,IA,19,04,Iowa District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26657,19432,269%,"Family of four, $130,000 (404% FPL)",11050,20066,9016,82%,NA
Kansas,KS,20,01,Kansas District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,37712,30487,422%,"Family of four, $130,000 (404% FPL)",11050,28388,17338,157%,NA
Kansas,KS,20,02,Kansas District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33930,26705,370%,"Family of four, $130,000 (404% FPL)",11050,25541,14491,131%,NA
Kansas,KS,20,03,Kansas District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,29799,22574,312%,"Family of four, $130,000 (404% FPL)",11050,22431,11381,103%,NA
Kansas,KS,20,04,Kansas District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,35555,28330,392%,"Family of four, $130,000 (404% FPL)",11050,26765,15715,142%,NA
Kentucky,KY,21,01,Kentucky District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33437,26212,363%,"Family of four, $130,000 (404% FPL)",11050,25170,14120,128%,NA
Kentucky,KY,21,02,Kentucky District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31786,24561,340%,"Family of four, $130,000 (404% FPL)",11050,23927,12877,117%,NA
Kentucky,KY,21,03,Kentucky District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,28338,21113,292%,"Family of four, $130,000 (404% FPL)",11050,21332,10282,93%,NA
Kentucky,KY,21,04,Kentucky District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30949,23724,328%,"Family of four, $130,000 (404% FPL)",11050,23297,12247,111%,NA
Kentucky,KY,21,05,Kentucky District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32935,25710,356%,"Family of four, $130,000 (404% FPL)",11050,24792,13742,124%,NA
Kentucky,KY,21,06,Kentucky District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,27707,20482,283%,"Family of four, $130,000 (404% FPL)",11050,20857,9807,89%,NA
Louisiana,LA,22,01,Louisiana District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30365,23140,320%,"Family of four, $130,000 (404% FPL)",11050,22858,11808,107%,NA
Louisiana,LA,22,02,Louisiana District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30126,22901,317%,"Family of four, $130,000 (404% FPL)",11050,22678,11628,105%,NA
Louisiana,LA,22,03,Louisiana District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,36539,29314,406%,"Family of four, $130,000 (404% FPL)",11050,27505,16455,149%,NA
Louisiana,LA,22,04,Louisiana District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33973,26748,370%,"Family of four, $130,000 (404% FPL)",11050,25573,14523,131%,NA
Louisiana,LA,22,05,Louisiana District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34541,27316,378%,"Family of four, $130,000 (404% FPL)",11050,26001,14951,135%,NA
Louisiana,LA,22,06,Louisiana District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32592,25367,351%,"Family of four, $130,000 (404% FPL)",11050,24534,13484,122%,NA
Maine,ME,23,01,Maine District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34864,27639,383%,"Family of four, $130,000 (404% FPL)",11050,26244,15194,138%,NA
Maine,ME,23,02,Maine District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,37723,30498,422%,"Family of four, $130,000 (404% FPL)",11050,28396,17346,157%,NA
Maryland,MD,24,01,Maryland District 1,"45-year-old individual, $40,000 (255% FPL)",1680,2470,790,47%,"60-year-old couple, $85,000 (401% FPL)",7225,20947,13722,190%,"Family of four, $130,000 (404% FPL)",11050,15769,4719,43%,Note: Calculations account for Maryland-specific premium subsidies. Income example for individual differs from other examples; Maryland's subsidies will cover most of the impact of expiring tax credit enhancements for enrollees with income right above 200% FPL.
Maryland,MD,24,02,Maryland District 2,"45-year-old individual, $40,000 (255% FPL)",1680,2470,790,47%,"60-year-old couple, $85,000 (401% FPL)",7225,20947,13722,190%,"Family of four, $130,000 (404% FPL)",11050,15769,4719,43%,Note: Calculations account for Maryland-specific premium subsidies. Income example for individual differs from other examples; Maryland's subsidies will cover most of the impact of expiring tax credit enhancements for enrollees with income right above 200% FPL.
Maryland,MD,24,03,Maryland District 3,"45-year-old individual, $40,000 (255% FPL)",1680,2470,790,47%,"60-year-old couple, $85,000 (401% FPL)",7225,20947,13722,190%,"Family of four, $130,000 (404% FPL)",11050,15769,4719,43%,Note: Calculations account for Maryland-specific premium subsidies. Income example for individual differs from other examples; Maryland's subsidies will cover most of the impact of expiring tax credit enhancements for enrollees with income right above 200% FPL.
Maryland,MD,24,04,Maryland District 4,"45-year-old individual, $40,000 (255% FPL)",1680,2470,790,47%,"60-year-old couple, $85,000 (401% FPL)",7225,20947,13722,190%,"Family of four, $130,000 (404% FPL)",11050,15769,4719,43%,Note: Calculations account for Maryland-specific premium subsidies. Income example for individual differs from other examples; Maryland's subsidies will cover most of the impact of expiring tax credit enhancements for enrollees with income right above 200% FPL.
Maryland,MD,24,05,Maryland District 5,"45-year-old individual, $40,000 (255% FPL)",1680,2470,790,47%,"60-year-old couple, $85,000 (401% FPL)",7225,20947,13722,190%,"Family of four, $130,000 (404% FPL)",11050,15769,4719,43%,Note: Calculations account for Maryland-specific premium subsidies. Income example for individual differs from other examples; Maryland's subsidies will cover most of the impact of expiring tax credit enhancements for enrollees with income right above 200% FPL.
Maryland,MD,24,06,Maryland District 6,"45-year-old individual, $40,000 (255% FPL)",1680,2470,790,47%,"60-year-old couple, $85,000 (401% FPL)",7225,20947,13722,190%,"Family of four, $130,000 (404% FPL)",11050,15769,4719,43%,Note: Calculations account for Maryland-specific premium subsidies. Income example for individual differs from other examples; Maryland's subsidies will cover most of the impact of expiring tax credit enhancements for enrollees with income right above 200% FPL.
Maryland,MD,24,07,Maryland District 7,"45-year-old individual, $40,000 (255% FPL)",1680,2470,790,47%,"60-year-old couple, $85,000 (401% FPL)",7225,20947,13722,190%,"Family of four, $130,000 (404% FPL)",11050,15769,4719,43%,Note: Calculations account for Maryland-specific premium subsidies. Income example for individual differs from other examples; Maryland's subsidies will cover most of the impact of expiring tax credit enhancements for enrollees with income right above 200% FPL.
Maryland,MD,24,08,Maryland District 8,"45-year-old individual, $40,000 (255% FPL)",1680,2470,790,47%,"60-year-old couple, $85,000 (401% FPL)",7225,20947,13722,190%,"Family of four, $130,000 (404% FPL)",11050,15769,4719,43%,Note: Calculations account for Maryland-specific premium subsidies. Income example for individual differs from other examples; Maryland's subsidies will cover most of the impact of expiring tax credit enhancements for enrollees with income right above 200% FPL.
Massachusetts,MA,25,01,Massachusetts District 1,"45-year-old individual, $32,000 (204% FPL)",691,1332,641,93%,"60-year-old couple, $85,000 (401% FPL)",6876,20113,13237,193%,"Family of four, $130,000 (404% FPL)",11050,18234,7184,65%,Note: Calculations account for Massachusetts-specific subsidies available through ConnectorCare. Subsidies for enrollees with income between 400% and 500% FPL available through ConnectorCare Plan Type 3D will only be continued in 2026 if tax credit enhancements are extended.
Massachusetts,MA,25,02,Massachusetts District 2,"45-year-old individual, $32,000 (204% FPL)",691,1332,641,93%,"60-year-old couple, $85,000 (401% FPL)",6876,21275,14399,209%,"Family of four, $130,000 (404% FPL)",11050,19287,8237,75%,Note: Calculations account for Massachusetts-specific subsidies available through ConnectorCare. Subsidies for enrollees with income between 400% and 500% FPL available through ConnectorCare Plan Type 3D will only be continued in 2026 if tax credit enhancements are extended.
Massachusetts,MA,25,03,Massachusetts District 3,"45-year-old individual, $32,000 (204% FPL)",691,1332,641,93%,"60-year-old couple, $85,000 (401% FPL)",6876,20317,13441,195%,"Family of four, $130,000 (404% FPL)",11050,18419,7369,67%,Note: Calculations account for Massachusetts-specific subsidies available through ConnectorCare. Subsidies for enrollees with income between 400% and 500% FPL available through ConnectorCare Plan Type 3D will only be continued in 2026 if tax credit enhancements are extended.
Massachusetts,MA,25,04,Massachusetts District 4,"45-year-old individual, $32,000 (204% FPL)",691,1332,641,93%,"60-year-old couple, $85,000 (401% FPL)",6876,19620,12744,185%,"Family of four, $130,000 (404% FPL)",11050,17786,6736,61%,Note: Calculations account for Massachusetts-specific subsidies available through ConnectorCare. Subsidies for enrollees with income between 400% and 500% FPL available through ConnectorCare Plan Type 3D will only be continued in 2026 if tax credit enhancements are extended.
Massachusetts,MA,25,05,Massachusetts District 5,"45-year-old individual, $32,000 (204% FPL)",691,1332,641,93%,"60-year-old couple, $85,000 (401% FPL)",6876,19869,12993,189%,"Family of four, $130,000 (404% FPL)",11050,18013,6963,63%,Note: Calculations account for Massachusetts-specific subsidies available through ConnectorCare. Subsidies for enrollees with income between 400% and 500% FPL available through ConnectorCare Plan Type 3D will only be continued in 2026 if tax credit enhancements are extended.
Massachusetts,MA,25,06,Massachusetts District 6,"45-year-old individual, $32,000 (204% FPL)",691,1332,641,93%,"60-year-old couple, $85,000 (401% FPL)",6876,20666,13790,201%,"Family of four, $130,000 (404% FPL)",11050,18735,7685,70%,Note: Calculations account for Massachusetts-specific subsidies available through ConnectorCare. Subsidies for enrollees with income between 400% and 500% FPL available through ConnectorCare Plan Type 3D will only be continued in 2026 if tax credit enhancements are extended.
Massachusetts,MA,25,07,Massachusetts District 7,"45-year-old individual, $32,000 (204% FPL)",691,1332,641,93%,"60-year-old couple, $85,000 (401% FPL)",6876,20111,13235,192%,"Family of four, $130,000 (404% FPL)",11050,18232,7182,65%,Note: Calculations account for Massachusetts-specific subsidies available through ConnectorCare. Subsidies for enrollees with income between 400% and 500% FPL available through ConnectorCare Plan Type 3D will only be continued in 2026 if tax credit enhancements are extended.
Massachusetts,MA,25,08,Massachusetts District 8,"45-year-old individual, $32,000 (204% FPL)",691,1332,641,93%,"60-year-old couple, $85,000 (401% FPL)",6876,19885,13009,189%,"Family of four, $130,000 (404% FPL)",11050,18027,6977,63%,Note: Calculations account for Massachusetts-specific subsidies available through ConnectorCare. Subsidies for enrollees with income between 400% and 500% FPL available through ConnectorCare Plan Type 3D will only be continued in 2026 if tax credit enhancements are extended.
Massachusetts,MA,25,09,Massachusetts District 9,"45-year-old individual, $32,000 (204% FPL)",691,1332,641,93%,"60-year-old couple, $85,000 (401% FPL)",6876,21974,15098,220%,"Family of four, $130,000 (404% FPL)",11050,19921,8871,80%,Note: Calculations account for Massachusetts-specific subsidies available through ConnectorCare. Subsidies for enrollees with income between 400% and 500% FPL available through ConnectorCare Plan Type 3D will only be continued in 2026 if tax credit enhancements are extended.
Michigan,MI,26,01,Michigan District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,36508,29283,405%,"Family of four, $130,000 (404% FPL)",11050,27482,16432,149%,NA
Michigan,MI,26,02,Michigan District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,29475,22250,308%,"Family of four, $130,000 (404% FPL)",11050,22187,11137,101%,NA
Michigan,MI,26,03,Michigan District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,24006,16781,232%,"Family of four, $130,000 (404% FPL)",11050,18070,7020,64%,NA
Michigan,MI,26,04,Michigan District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23932,16707,231%,"Family of four, $130,000 (404% FPL)",11050,18015,6965,63%,NA
Michigan,MI,26,05,Michigan District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26377,19152,265%,"Family of four, $130,000 (404% FPL)",11050,19855,8805,80%,NA
Michigan,MI,26,06,Michigan District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25511,18286,253%,"Family of four, $130,000 (404% FPL)",11050,19204,8154,74%,NA
Michigan,MI,26,07,Michigan District 7,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,28322,21097,292%,"Family of four, $130,000 (404% FPL)",11050,21320,10270,93%,NA
Michigan,MI,26,08,Michigan District 8,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25917,18692,259%,"Family of four, $130,000 (404% FPL)",11050,19510,8460,77%,NA
Michigan,MI,26,09,Michigan District 9,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,24345,17120,237%,"Family of four, $130,000 (404% FPL)",11050,18326,7276,66%,NA
Michigan,MI,26,10,Michigan District 10,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25738,18513,256%,"Family of four, $130,000 (404% FPL)",11050,19375,8325,75%,NA
Michigan,MI,26,11,Michigan District 11,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25738,18513,256%,"Family of four, $130,000 (404% FPL)",11050,19375,8325,75%,NA
Michigan,MI,26,12,Michigan District 12,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25875,18650,258%,"Family of four, $130,000 (404% FPL)",11050,19477,8427,76%,NA
Michigan,MI,26,13,Michigan District 13,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25891,18666,258%,"Family of four, $130,000 (404% FPL)",11050,19490,8440,76%,NA
Minnesota,MN,27,01,Minnesota District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30308,23083,319%,"Family of four, $130,000 (404% FPL)",11050,24210,13160,119%,NA
Minnesota,MN,27,02,Minnesota District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,21104,13879,192%,"Family of four, $130,000 (404% FPL)",11050,16858,5808,53%,NA
Minnesota,MN,27,03,Minnesota District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,19673,12448,172%,"Family of four, $130,000 (404% FPL)",11050,15715,4665,42%,NA
